,train_loss,valid_loss,accuracy_breed,accuracy_species,w,id
1,1.4029533863067627,1.1188374757766724,0.3964817225933075,0.8660351634025574,0.45,50
2,1.184489130973816,1.0679612159729004,0.4255751073360443,0.8728010654449463,0.45,50
0,1.8147528171539307,1.4145939350128174,0.33017590641975403,0.8294993042945862,0.5,51
1,1.4966633319854736,1.2238590717315674,0.3978349268436432,0.8680649399757385,0.5,51
2,1.2908927202224731,1.1867645978927612,0.42083898186683655,0.8707712888717651,0.5,51
0,1.8355668783187866,1.3900865316390991,0.33829498291015625,0.8261163830757141,0.5,52
1,1.503259539604187,1.1993017196655273,0.41813260316848755,0.8633288145065308,0.5,52
2,1.278899073600769,1.1504364013671875,0.4343707859516144,0.8761840462684631,0.5,52
0,1.8137805461883545,1.4268238544464111,0.3193504810333252,0.8166441321372986,0.5,53
1,1.5037147998809814,1.2050334215164185,0.40257105231285095,0.8653585910797119,0.5,53
2,1.2929588556289673,1.1463334560394287,0.42354533076286316,0.8680649399757385,0.5,53
0,1.8378444910049438,1.4106577634811401,0.343031108379364,0.8335588574409485,0.5,54
1,1.4993077516555786,1.2007008790969849,0.4005412757396698,0.8653585910797119,0.5,54
2,1.2918891906738281,1.1654287576675415,0.42083898186683655,0.8728010654449463,0.5,54
0,1.8241835832595825,1.4286565780639648,0.3281461298465729,0.8362652063369751,0.5,55
1,1.5126887559890747,1.2127206325531006,0.39715832471847534,0.8518267869949341,0.5,55
2,1.3028655052185059,1.1697630882263184,0.4100135266780853,0.8606224656105042,0.5,55
0,1.925790786743164,1.482325792312622,0.3335588574409485,0.832882285118103,0.55,56
1,1.5984623432159424,1.2986284494400024,0.4127199053764343,0.858592689037323,0.55,56
2,1.3575302362442017,1.2387908697128296,0.4330175817012787,0.8612990379333496,0.55,56
0,1.9409515857696533,1.5017187595367432,0.3281461298465729,0.824086606502533,0.55,57
1,1.6052742004394531,1.3179686069488525,0.3910690248012543,0.8552097678184509,0.55,57
2,1.3763439655303955,1.2547345161437988,0.4127199053764343,0.8714479207992554,0.55,57
0,1.9601244926452637,1.5250029563903809,0.33423545956611633,0.832882285118103,0.55,58
1,1.631765365600586,1.2916593551635742,0.40933695435523987,0.8653585910797119,0.55,58
2,1.400282382965088,1.2542874813079834,0.4228687286376953,0.8694181442260742,0.55,58
0,1.9376810789108276,1.5109988451004028,0.3376184105873108,0.8288227319717407,0.55,59
1,1.6137081384658813,1.292223572731018,0.3991881012916565,0.858592689037323,0.55,59
2,1.3855063915252686,1.2395042181015015,0.41677942872047424,0.8748308420181274,0.55,59
0,1.9591560363769531,1.5185174942016602,0.33423545956611633,0.8376184105873108,0.55,60
1,1.5925761461257935,1.3134466409683228,0.4005412757396698,0.8755074143409729,0.55,60
2,1.364758014678955,1.2640324831008911,0.4174560308456421,0.8721244931221008,0.55,60
0,2.104135751724243,1.597962498664856,0.3261163830757141,0.817320704460144,0.6,61
1,1.7384604215621948,1.4021588563919067,0.39445197582244873,0.8579161167144775,0.6,61
2,1.4834837913513184,1.348876953125,0.4133964776992798,0.8667117953300476,0.6,61
0,2.130443572998047,1.609915018081665,0.32408660650253296,0.8146143555641174,0.6,62
1,1.7230103015899658,1.379772424697876,0.4059540033340454,0.8660351634025574,0.6,62
2,1.4549652338027954,1.3352329730987549,0.41407307982444763,0.8748308420181274,0.6,62
0,2.0975961685180664,1.6210402250289917,0.34370771050453186,0.8227334022521973,0.6,63
1,1.7174078226089478,1.396925687789917,0.4005412757396698,0.8714479207992554,0.6,63
2,1.4971067905426025,1.331714153289795,0.4133964776992798,0.874154269695282,0.6,63
0,2.1289334297180176,1.6121981143951416,0.3288227319717407,0.8227334022521973,0.6,64
1,1.7304401397705078,1.3818747997283936,0.4059540033340454,0.8680649399757385,0.6,64
2,1.4851452112197876,1.3374743461608887,0.42760488390922546,0.8748308420181274,0.6,64
0,2.0841121673583984,1.5857439041137695,0.34235453605651855,0.8410013318061829,0.6,65
1,1.7273674011230469,1.3801159858703613,0.4161028563976288,0.8626522421836853,0.6,65
2,1.4594378471374512,1.3277695178985596,0.437077134847641,0.8721244931221008,0.6,65
0,2.2356057167053223,1.7186813354492188,0.3288227319717407,0.8092015981674194,0.65,66
1,1.8488248586654663,1.455383062362671,0.41407307982444763,0.8768606185913086,0.65,66
2,1.5801891088485718,1.4078093767166138,0.421515554189682,0.8734776973724365,0.65,66
0,2.2230026721954346,1.7070966958999634,0.3274695575237274,0.8227334022521973,0.65,67
1,1.8277252912521362,1.4484931230545044,0.408660352230072,0.8700947165489197,0.65,67
2,1.5633105039596558,1.3990020751953125,0.42219215631484985,0.8694181442260742,0.65,67
0,2.2306082248687744,1.7547427415847778,0.32949933409690857,0.8294993042945862,0.65,68
1,1.8303799629211426,1.4809008836746216,0.4106901288032532,0.8612990379333496,0.65,68
2,1.5504150390625,1.434486746788025,0.41542625427246094,0.8626522421836853,0.65,68
0,2.2146692276000977,1.7069714069366455,0.33423545956611633,0.8261163830757141,0.65,69
1,1.8558727502822876,1.451348066329956,0.40527740120887756,0.8599458932876587,0.65,69
2,1.58156156539917,1.4178260564804077,0.42354533076286316,0.8680649399757385,0.65,69
0,2.171656608581543,1.7390398979187012,0.33558863401412964,0.8234100341796875,0.65,70
1,1.8111149072647095,1.4880684614181519,0.40392422676086426,0.8687415719032288,0.65,70
2,1.5942575931549072,1.4257652759552002,0.41948577761650085,0.8646820187568665,0.65,70
0,2.3594162464141846,1.8205111026763916,0.3261163830757141,0.8200270533561707,0.7,71
1,1.9416389465332031,1.5543776750564575,0.408660352230072,0.8525033593177795,0.7,71
2,1.6643692255020142,1.5129194259643555,0.41948577761650085,0.858592689037323,0.7,71
0,2.3268558979034424,1.790416955947876,0.34912043809890747,0.8220568299293518,0.7,72
1,1.946431040763855,1.5381832122802734,0.40392422676086426,0.8660351634025574,0.7,72
2,1.6753594875335693,1.499935269355774,0.41677942872047424,0.8761840462684631,0.7,72
0,2.357757568359375,1.7731941938400269,0.34506088495254517,0.8166441321372986,0.7,73
1,1.9487305879592896,1.5357608795166016,0.41542625427246094,0.8552097678184509,0.7,73
2,1.6347377300262451,1.486537218093872,0.4330175817012787,0.8606224656105042,0.7,73
0,2.3587965965270996,1.8290239572525024,0.3274695575237274,0.8207036256790161,0.7,74
1,1.9588978290557861,1.5903019905090332,0.40121784806251526,0.8673883676528931,0.7,74
2,1.6441758871078491,1.5326706171035767,0.4228687286376953,0.877537190914154,0.7,74
0,2.3587329387664795,1.8635419607162476,0.32679295539855957,0.8247631788253784,0.7,75
1,1.9547582864761353,1.5796006917953491,0.3876860737800598,0.8545331358909607,0.7,75
2,1.6861298084259033,1.5046310424804688,0.42083898186683655,0.8707712888717651,0.7,75
0,2.464813709259033,1.9037656784057617,0.3504736125469208,0.8119080066680908,0.75,76
1,2.0658063888549805,1.6039284467697144,0.41542625427246094,0.8511502146720886,0.75,76
2,1.7488200664520264,1.5825185775756836,0.41948577761650085,0.8545331358909607,0.75,76
0,2.469616174697876,1.9256678819656372,0.33558863401412964,0.8146143555641174,0.75,77
1,2.0510306358337402,1.6464145183563232,0.4201623797416687,0.8612990379333496,0.75,77
2,1.7852214574813843,1.6012955904006958,0.43910691142082214,0.8714479207992554,0.75,77
0,2.506415367126465,1.9079302549362183,0.33829498291015625,0.8382949829101562,0.75,78
1,2.063861608505249,1.658614158630371,0.408660352230072,0.8626522421836853,0.75,78
2,1.7536406517028809,1.6020622253417969,0.4282814562320709,0.8612990379333496,0.75,78
0,2.4588444232940674,1.9088870286941528,0.3261163830757141,0.8132611513137817,0.75,79
1,2.061422824859619,1.6338815689086914,0.4133964776992798,0.8640053868293762,0.75,79
2,1.761940836906433,1.5965687036514282,0.4255751073360443,0.8633288145065308,0.75,79
0,2.4553122520446777,1.9030251502990723,0.34100136160850525,0.8322057127952576,0.75,80
1,2.0132758617401123,1.6404750347137451,0.40257105231285095,0.8660351634025574,0.75,80
2,1.7347776889801025,1.6032469272613525,0.4201623797416687,0.8680649399757385,0.75,80
0,2.5840370655059814,1.9916388988494873,0.343031108379364,0.8179972767829895,0.8,81
1,2.155890703201294,1.7405835390090942,0.40527740120887756,0.848443865776062,0.8,81
2,1.8810657262802124,1.6926231384277344,0.4188092052936554,0.8545331358909607,0.8,81
0,2.5868115425109863,2.0130865573883057,0.33964818716049194,0.813937783241272,0.8,82
1,2.147249937057495,1.7313356399536133,0.41542625427246094,0.8653585910797119,0.8,82
2,1.8094998598098755,1.6782304048538208,0.4127199053764343,0.8660351634025574,0.8,82
0,2.588413953781128,2.020012140274048,0.3470906615257263,0.808525025844574,0.8,83
1,2.147181987762451,1.729274034500122,0.408660352230072,0.8599458932876587,0.8,83
2,1.8309543132781982,1.6736584901809692,0.42489850521087646,0.8687415719032288,0.8,83
0,2.615276575088501,2.0644571781158447,0.3207036554813385,0.8220568299293518,0.8,84
1,2.1632392406463623,1.7507599592208862,0.3951285481452942,0.8592692613601685,0.8,84
2,1.8427504301071167,1.6836981773376465,0.41948577761650085,0.8653585910797119,0.8,84
0,2.663132429122925,2.040369987487793,0.3247631788253784,0.827469527721405,0.8,85
1,2.1867949962615967,1.7471656799316406,0.40933695435523987,0.858592689037323,0.8,85
2,1.8627160787582397,1.6829328536987305,0.421515554189682,0.8633288145065308,0.8,85
0,2.7725539207458496,2.123350143432617,0.34235453605651855,0.8213802576065063,0.85,86
1,2.3091955184936523,1.8151782751083374,0.4188092052936554,0.8443843126296997,0.85,86
2,1.941450595855713,1.770293116569519,0.43504735827445984,0.8497970104217529,0.85,86
0,2.7533254623413086,2.1702969074249268,0.3193504810333252,0.8051421046257019,0.85,87
1,2.27288818359375,1.8561540842056274,0.4032476246356964,0.8518267869949341,0.85,87
2,1.942389965057373,1.7707418203353882,0.4255751073360443,0.8531799912452698,0.85,87
0,2.746267080307007,2.1445937156677246,0.3362652361392975,0.8112313747406006,0.85,88
1,2.291466236114502,1.8363255262374878,0.4161028563976288,0.8531799912452698,0.85,88
2,1.9511401653289795,1.789368748664856,0.42895805835723877,0.8640053868293762,0.85,88
0,2.7350404262542725,2.121983528137207,0.34912043809890747,0.817320704460144,0.85,89
1,2.279536247253418,1.837770700454712,0.40527740120887756,0.8612990379333496,0.85,89
2,1.950480580329895,1.7692468166351318,0.41542625427246094,0.8612990379333496,0.85,89
0,2.73791241645813,2.116807699203491,0.3322056829929352,0.8267929553985596,0.85,90
1,2.258535861968994,1.7974278926849365,0.4323410093784332,0.8612990379333496,0.85,90
2,1.9403940439224243,1.7536808252334595,0.43910691142082214,0.8612990379333496,0.85,90
0,2.863107204437256,2.238919734954834,0.3362652361392975,0.808525025844574,0.9,91
1,2.360180139541626,1.8946982622146606,0.4133964776992798,0.8525033593177795,0.9,91
2,2.025336980819702,1.835800290107727,0.43369418382644653,0.8552097678184509,0.9,91
0,2.856698751449585,2.247027635574341,0.33694180846214294,0.8267929553985596,0.9,92
1,2.3876793384552,1.962857961654663,0.39851149916648865,0.8518267869949341,0.9,92
2,2.0723729133605957,1.8873389959335327,0.4188092052936554,0.8619756698608398,0.9,92
0,2.882112503051758,2.2046000957489014,0.33694180846214294,0.8092015981674194,0.9,93
1,2.357663154602051,1.9025471210479736,0.40257105231285095,0.8477672338485718,0.9,93
2,2.024590492248535,1.8430346250534058,0.421515554189682,0.8538565635681152,0.9,93
0,2.877471446990967,2.2433900833129883,0.3322056829929352,0.8200270533561707,0.9,94
1,2.385533332824707,1.956184983253479,0.3991881012916565,0.8606224656105042,0.9,94
2,2.0355162620544434,1.8666627407073975,0.4161028563976288,0.8599458932876587,0.9,94
0,2.893401861190796,2.293968915939331,0.32679295539855957,0.8098782300949097,0.9,95
1,2.3747470378875732,1.9776135683059692,0.3903924226760864,0.8443843126296997,0.9,95
2,2.0440800189971924,1.8957273960113525,0.4201623797416687,0.8511502146720886,0.9,95
0,3.0347483158111572,2.387491464614868,0.3308525085449219,0.8017591238021851,0.95,96
1,2.5007753372192383,2.0352890491485596,0.4005412757396698,0.8437077403068542,0.95,96
2,2.182788133621216,1.9679893255233765,0.4188092052936554,0.8531799912452698,0.95,96
0,3.0087296962738037,2.364008665084839,0.3193504810333252,0.8037889003753662,0.95,97
1,2.5143187046051025,2.0062317848205566,0.3978349268436432,0.858592689037323,0.95,97
2,2.1825666427612305,1.9510647058486938,0.42489850521087646,0.8687415719032288,0.95,97
0,3.0072104930877686,2.375065803527832,0.33017590641975403,0.8159675002098083,0.95,98
1,2.4928035736083984,1.9998936653137207,0.4073071777820587,0.8572394847869873,0.95,98
2,2.1242024898529053,1.936110019683838,0.42760488390922546,0.8687415719032288,0.95,98
0,3.030243396759033,2.3985655307769775,0.32138025760650635,0.7963464260101318,0.95,99
1,2.511322259902954,2.0312135219573975,0.4106901288032532,0.8504736423492432,0.95,99
2,2.16367244720459,1.9644761085510254,0.42354533076286316,0.8545331358909607,0.95,99
0,3.0260632038116455,2.399103879928589,0.3322056829929352,0.7936400771141052,0.95,100
1,2.4725239276885986,2.0682764053344727,0.39715832471847534,0.8443843126296997,0.95,100
2,2.1644270420074463,1.9814869165420532,0.42354533076286316,0.8477672338485718,0.95,100
0,3.1992223262786865,2.4788944721221924,0.3362652361392975,0.8125845789909363,1.0,101
1,2.598992109298706,2.1295058727264404,0.4106901288032532,0.8423545360565186,1.0,101
2,2.228961706161499,2.058194637298584,0.41542625427246094,0.8443843126296997,1.0,101
0,3.15761661529541,2.463935613632202,0.3308525085449219,0.8064952492713928,1.0,102
1,2.630948781967163,2.125718593597412,0.4100135266780853,0.8477672338485718,1.0,102
2,2.2325665950775146,2.0534703731536865,0.424221932888031,0.8525033593177795,1.0,102
0,3.131791353225708,2.4837613105773926,0.3234100043773651,0.7956698536872864,1.0,103
1,2.6070556640625,2.157784938812256,0.3964817225933075,0.8504736423492432,1.0,103
2,2.246079444885254,2.051265001296997,0.42354533076286316,0.8552097678184509,1.0,103
0,3.1781115531921387,2.446661949157715,0.3105548024177551,0.8071718811988831,1.0,104
1,2.636582374572754,2.1143999099731445,0.3910690248012543,0.8538565635681152,1.0,104
2,2.2280991077423096,2.0318832397460938,0.421515554189682,0.8606224656105042,1.0,104
0,3.1684510707855225,2.4399898052215576,0.332882285118103,0.8064952492713928,1.0,105
1,2.6101737022399902,2.150256633758545,0.3876860737800598,0.8450608849525452,1.0,105
2,2.2262706756591797,2.0445683002471924,0.41542625427246094,0.8592692613601685,1.0,105
