,train_loss,valid_loss,accuracy_breed,accuracy_species,w,id
3,0.7001311779022217,0.5913888216018677,0.42625167965888977,0.8964817523956299,0.2,11
4,0.5932736992835999,0.5425934791564941,0.4682002663612366,0.9059540033340454,0.2,11
5,0.5289862751960754,0.5202087163925171,0.48646819591522217,0.9120432734489441,0.2,11
6,0.4766130745410919,0.5001014471054077,0.5040595531463623,0.9228687286376953,0.2,11
7,0.43267419934272766,0.48923996090888977,0.5263870358467102,0.9208389520645142,0.2,11
8,0.4019823372364044,0.473174512386322,0.524357259273529,0.9215155839920044,0.2,11
9,0.37904950976371765,0.4754081070423126,0.5196211338043213,0.9154262542724609,0.2,11
0,1.092932105064392,0.8722125291824341,0.2550744116306305,0.8044654726982117,0.2,12
1,0.9481970071792603,0.7439001798629761,0.3322056829929352,0.848443865776062,0.2,12
2,0.7966877222061157,0.64866703748703,0.39309877157211304,0.8890392184257507,0.2,12
3,0.7171303033828735,0.5940059423446655,0.4255751073360443,0.8849797248840332,0.2,12
4,0.606178879737854,0.5663919448852539,0.4539918899536133,0.9066305756568909,0.2,12
5,0.5163986086845398,0.5219674110412598,0.4736129939556122,0.9079837799072266,0.2,12
6,0.4737186133861542,0.4927879869937897,0.5006765723228455,0.9167794585227966,0.2,12
7,0.42924627661705017,0.47978752851486206,0.5087956786155701,0.9221921563148499,0.2,12
8,0.4017987549304962,0.47837865352630615,0.5074424743652344,0.9215155839920044,0.2,12
9,0.38522469997406006,0.4754982590675354,0.518944501876831,0.9215155839920044,0.2,12
0,1.1112501621246338,0.8654117584228516,0.2591339647769928,0.8179972767829895,0.2,13
1,0.9627929925918579,0.7488405108451843,0.32949933409690857,0.8504736423492432,0.2,13
2,0.8164207935333252,0.6510939598083496,0.39986467361450195,0.8728010654449463,0.2,13
3,0.6885831356048584,0.6101946234703064,0.44587281346321106,0.8924221992492676,0.2,13
4,0.6044169068336487,0.5529912114143372,0.45466846227645874,0.9032476544380188,0.2,13
5,0.5405458211898804,0.5341002345085144,0.4884979724884033,0.9100135564804077,0.2,13
6,0.4620646834373474,0.5253671407699585,0.49661704897880554,0.9032476544380188,0.2,13
7,0.42990219593048096,0.4912644028663635,0.5115020275115967,0.9201623797416687,0.2,13
8,0.40296679735183716,0.49033650755882263,0.5169147253036499,0.9167794585227966,0.2,13
9,0.39444056153297424,0.4922521710395813,0.5209742784500122,0.9167794585227966,0.2,13
0,1.0943080186843872,0.8678393363952637,0.2537212371826172,0.7997293472290039,0.2,14
1,0.9508390426635742,0.7498334050178528,0.3335588574409485,0.8450608849525452,0.2,14
2,0.805073082447052,0.63963383436203,0.39309877157211304,0.8870095014572144,0.2,14
3,0.7000904083251953,0.5938013195991516,0.41813260316848755,0.8890392184257507,0.2,14
4,0.6064354181289673,0.5534529685974121,0.4553450644016266,0.9025710225105286,0.2,14
5,0.513009250164032,0.5163732171058655,0.5040595531463623,0.9154262542724609,0.2,14
6,0.47072941064834595,0.4826706051826477,0.5216508507728577,0.9235453605651855,0.2,14
7,0.43020954728126526,0.4820658266544342,0.5230040550231934,0.9221921563148499,0.2,14
8,0.4006432890892029,0.4721335172653198,0.5297699570655823,0.9248985052108765,0.2,14
9,0.3875620365142822,0.46857714653015137,0.5304465293884277,0.9269282817840576,0.2,14
0,1.1082429885864258,0.8589717745780945,0.24289581179618835,0.827469527721405,0.2,15
1,0.9526994824409485,0.7351711988449097,0.32273343205451965,0.8599458932876587,0.2,15
2,0.8130640387535095,0.6675785183906555,0.36738836765289307,0.8836265206336975,0.2,15
3,0.6929725408554077,0.5837422013282776,0.42489850521087646,0.8863328695297241,0.2,15
